機構名稱,縣市,行政區,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名
樂昱有限公司附設臺北市私立樂昱居家長照機構,臺北市,北投區,臺北市北投區文林里文林北路262號2樓,居家服務,28225423,leyuhappy1@gmail.com,黃信雄
安德利互聯網股份有限公司附設臺北市私立安德利居家長照機構,臺北市,中山區,臺北市中山區復華里長春路410號10樓之1,居家服務,02-2511-9069,Anderly0101@gmail.com,李盛豊
財團法人台北市建成基督長老教會,臺北市,大同區,臺北市大同區建泰里承德路一段77巷29號,巷弄長照站,02-2558-0685,jiancheng_church@yahoo.com.tw,許靜惠
台北市大同區慶安社區發展協會,臺北市,大同區,臺北市大同區重慶里敦煌路90-92號1樓,巷弄長照站,225965927,shun0531@kimo.com,林王雪娥
臺北市大同區國慶社區發展協會,臺北市,大同區,臺北市大同區國慶里重慶北路3段136巷18號,巷弄長照站,225940089,he.fong25940089@gmail.com,黃淑琪
財團法人台北市中山基督長老教會,臺北市,中山區,臺北市中山區正得里林森北路62號,巷弄長照站,0225518480#119,lichin681027@gmail.com,郭崇仁
社團法人中華民國明健慈善公益協進會,臺北市,中山區,臺北市中山區民安里民生西路6號6樓,巷弄長照站,987326467,joinfood1005@gmail.com,陳奕霖
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(松江靈糧福音中心),臺北市,中山區,臺北市中山區松江里民權東路二段146號2樓,巷弄長照站,02-23623022#8713,niko.tsai@breadoflife.taipei,曾國生
財團法人基督教台灣信義會(大直真理堂),臺北市,中山區,臺北市中山區金泰里樂群二路142號及144號2樓敬業三路162巷109號1樓,巷弄長照站,(02)8501-1754,churchesgreat@gmail.com,吳英賓
臺北市永昌長青會,臺北市,中正區,臺北市中正區永昌里寧波西街181巷24號,巷弄長照站,02-23071068,tyc.ch@msa.hinet.net,林萬出
台北市廣西同鄉會,臺北市,中正區,臺北市中正區梅花里忠孝東路1段35號7樓,巷弄長照站,02-23210375,kwangsi.main@gmail.com,謝志鵬
臺北市內湖區大湖里辦公處,臺北市,內湖區,臺北市內湖區大湖里大湖山莊街117號3樓,巷弄長照站,972295512,bl-abc526209@mail.taipei.gov.tw,郭坤祥
財團法人台北市基督教台灣貴格會忠湖教會,臺北市,內湖區,臺北市內湖區湖元里民權東路6段56巷5弄8號1樓,巷弄長照站,02-27923347,loyal_lake@yahoo.com.tw,萬正宇
財團法人台北市基督教台灣貴格會內湖慈光堂,臺北市,內湖區,臺北市內湖區瑞陽里文德路66巷49弄5號,巷弄長照站,02-27976651,blessed.nhfc@gmail.com,陳文禧
臺北市文山區景美社區發展協會,臺北市,文山區,臺北市文山區景行里羅斯福路6段393號8樓,巷弄長照站,02-29316166,liujinlian00068@gmail.com,劉金蓮
財團法人臺北市松年長春社會福利基金會(景華),臺北市,文山區,臺北市文山區景華里景華街49巷1號,巷弄長照站,225000261,pine003@twdc.org.tw,王淑惠
臺北市文山區樟新社區發展協會,臺北市,文山區,臺北市文山區樟新里一壽街22號9樓教室二,巷弄長照站,972246031,bs-781021@mail.taipei.gov.tw,歐陽禾英
財團法人中華基督教衛理公會平安堂,臺北市,文山區,臺北市文山區興安里仙岩路16巷37號,巷弄長照站,02-29342105,kennykung38837@gmail.com,賴玲
臺北市北投區振華社區發展協會,臺北市,北投區,臺北市北投區振華里裕民一路40巷37號1樓,巷弄長照站,02-2823-6110,fashing188@yahoo.com.tw,郭崇儀
臺北市北投區清江社區發展協會,臺北市,北投區,臺北市北投區清江里清江路201號,巷弄長照站,02-28922543,lung2433@gmail.com,李炳亷
台北市北投區榮光社區發展協會,臺北市,北投區,臺北市北投區榮光里石牌路1段166巷43弄15號,巷弄長照站,02-2823-1593,gym5118@yahoo.com.tw,蘇寶鈴
台北市北投區福興社區發展協會,臺北市,北投區,臺北市北投區福興里自強街5巷22號,巷弄長照站,02-2827-9392,jeo55404968@gmail.com,張國龍
臺北市萬華區青年社區發展協會,臺北市,萬華區,臺北市萬華區新和里中華路2段416巷9-3、9-4號(青年國宅),巷弄長照站,02-2303-1537,yichieh99@hotmail.com,莊惟仁
財團法人環宇國際文化教育基金會(中正文盛),臺北市,中正區,臺北市中正區文盛里羅斯福路三段240巷17弄3號,巷弄長照站,02-2309-8844,gutingfamily@icef.org.tw,林景德
台北市萬華區馬場町社區發展協會,臺北市,萬華區,臺北市萬華區騰雲里國興路1巷2-4號(辦公處活動中心),巷弄長照站,223096837,longate2893@yahoo.com.tw,吳文雀
聖約翰婦產科診所,臺北市,萬華區,臺北市萬華區東園街175號1樓,居家失能個案家庭醫師照護服務,2309-8502,fancy6659@yahoo.com.tw,范成瑜
板橋區部落文化健康站,新北市,板橋區,新北市板橋區溪崑二街113號,巷弄長照站,02-86861474,AP0863@ntpc.gov.tw, 林慧君
土城區部落文化健康站,新北市,土城區,新北市土城區中央路四段283之1號3樓,巷弄長照站,02-29603456,AP0863@ntpc.gov.tw, 曾茂昌
淡水區部落文化健康站,新北市,淡水區,新北市淡水區義山里圭柔山路1號,巷弄長照站,02-26186525,AP0863@ntpc.gov.tw, 林照清
烏來區福山部落文化健康站,新北市,板橋區,新北市板橋區中山路一段161號,巷弄長照站,02-29603456#3962,AP0863@ntpc.gov.tw,劉崇宏
財團法人台灣基督長老教會泰雅爾中會烏來教會,新北市,烏來區,新北市烏來區烏來里環山路82巷3號,巷弄長照站,02-26616172,yuminmaya@gmail.com,尤命．哈用
財團法人臺安基金會(基督復臨安息日會松山教會),臺北市,松山區,臺北市松山區福成里敦化南路一段78號,巷弄長照站,02-27716823,sungshan@hotmail.com.tw,周輝政
世界潘氏宗親總會,臺北市,松山區,臺北市松山區東光里南京東路5段29號3樓,巷弄長照站,02-27678497,sc.chen562877@yahoo.com.tw,潘維大
臺北市私立一心居家長照機構,臺北市,松山區,臺北市松山區吉仁里八德路3段186號6樓之1,喘息服務,25781018,xue.oneheart@gmail.com,黃淑華
逸居股份有限公司附設臺北市私立幸福時光居家長照機構,臺北市,大安區,臺北市大安區錦安里永康街75巷1號1樓,喘息服務,02-77058110#118,blessedsheeptime@gmail.com,李淑貞
美而美居家長照股份有限公司附設臺北市私立美而美居家長照機構,臺北市,中山區,臺北市中山區新生里吉林路245號4樓403室,居家服務,02-2821-2412,tgn82848095@gmail.com,郭力維
溫昕護理之家,新北市,新店區,新北市新店區中正路539之3號3樓、4樓、5樓,喘息服務,02-22190258,shincs1970@gmail.com,喬嵩蘭
社團法人台北市家庭照顧者關懷協會附設臺北市私立家協居家式服務類長期照顧服務機構,臺北市,大安區,臺北市大安區黎孝里和平東路三段232號3樓,喘息服務,02-27398737#17,service@carer.org.tw,盧雪華
樂銓管理顧問股份有限公司附設新北市私立樂銓居家長照機構,新北市,三重區,新北市三重區正安里正義北路210號9樓,喘息服務,27316940,osirishsu@gmail.com,鄭寶蓮
臺北市私立燿翔居家長照機構,臺北市,大安區,臺北市大安區信義路4段279號8樓（808室）,專業照護服務,2703-5276,yaohsiang.ltci@gmail.com,莊博文
三軍總醫院北投分院附設民眾診療服務處,臺北市,北投區,臺北市北投區新民路６０號 中和街二五○號,專業照護服務,228959808,-,楊立光
艾可居家物理治療所,臺北市,中山區,臺北市中山區農安街148號,專業照護服務,2599-2630,icarephysiotherapyclinic@gmail.com,張家豪
新北市板橋雙玉環保協會(社照C),新北市,板橋區,新北市板橋區雙玉里永豐街251號,巷弄長照站,29529786,tudo5912@kimo.com,王聰震
新北市華福關懷協會(社照C),新北市,板橋區,新北市板橋區華福里大華街居安巷31號,巷弄長照站,29513616,huafu888@yahoo.com.tw,林金明
新北市板橋區福泰社區發展協會(社照C),新北市,板橋區,新北市板橋區福德里忠孝路忠義巷9弄1-1號,巷弄長照站,29513625,banqiao.hwey.lin@gmail.com,劉慧琳
新北市新住民促進會(社照C),新北市,板橋區,新北市板橋區廣新里永豐街124號,巷弄長照站,919327895,a2954b0333@yahoo.com.tw,林素杏
財團法人志浩慈善基金會(社照C),新北市,三重區,新北市三重區中興里重新路五段609巷10號2樓-2,巷弄長照站,0983-598761,youthbody78@gmail.com,翁嵩慶
新北市板橋區大後埔文化關懷協進會(華興)(社照C),新北市,板橋區,新北市板橋區華興里南亞南路2段1-1號,巷弄長照站,26837286,ga525527@gmail.com,王明發
新北市大社后愛心關懷協會(北極壇)(社照C),新北市,板橋區,新北市板橋區社後里中正路80巷5號1樓,巷弄長照站,980379616,091286876liu@gmail.com,趙孟杉
新北市新店區北新社區發展協會(社照C),新北市,新店區,新北市新店區張北里德正街23巷25號,巷弄長照站,963366378,yalin54088@gmail.com,翁玉美
新北市新店區下城社區發展協會(社照C),新北市,新店區,新北市新店區下城里安康路1段281巷6號,巷弄長照站,02-2211-9715,hx9897@pchome.com.tw,李林貞子
新北市坪林區老人會(社照C),新北市,坪林區,新北市坪林區大林里逮魚堀33-4號,巷弄長照站,0911-282-312,a0911282312@gmail.com,蔡文紫
三峽區龍恩里辦公處(社照C),新北市,三峽區,新北市三峽區龍恩里學成路396號4樓,巷弄長照站,0910-238630,ag9903@ntpc.gov.tw,黃家賢
新北市樹林區彭厝社區發展協會(社照C),新北市,樹林區,新北市樹林區大同里太平路56巷43號2樓,巷弄長照站,(02)8685-3911,Shulin09262007@hotmail.com,林蓮和
新北市樹林區樹人里辦公處(社照C),新北市,樹林區,新北市樹林區樹人里復興路308巷2弄6號,巷弄長照站,0910-669989,twntwn77@yahoo.com.tw,邱世昌
財團法人新北市私立雙連社會福利慈善事業基金會-新莊三和站(社照C),新北市,新莊區,新北市新莊區龍福里中正路929巷26號1樓,巷弄長照站,02-85217872分機105,chien1204@slswf.org.tw,蔡政道
財團法人新北市台灣基督長老教會幸福教會(社照C),新北市,新莊區,新北市新莊區仁義里福樂街74號2樓,巷弄長照站,2991-8108,yehjen1101@gmail.com,葉玉雪
石碇區老人會(社照C),新北市,石碇區,新北市石碇區楓子林32-1號4樓,巷弄長照站,02-2663-2116,123@gmail.com,楊萬益
財團法人新北市雙連社會福利慈善事業基金會新北市私立新莊昌平社區長照機構(新莊昌平公共托老中心)(社照C),新北市,新莊區,新北市新莊區中央路51號,巷弄長照站,8521-7872*106,123@gmail.com,蔡政道
國際奔享體驗教育發展協會(社照C),新北市,新莊區,新北市新莊區丹鳳里天祥街120巷6號,巷弄長照站,0,hingis0721@gmail.com,曾美蘭
社團法人中華培愛全人關懷協會中華培愛全人關懷協會(社照C),新北市,新莊區,新北市新莊區雙鳳里中正路708號3樓,巷弄長照站,(02)2903-1191,aa0939772905@gmail.com,高恩堂
新北市新莊區牡丹心社區發展協會(社照C),新北市,新莊區,新北市新莊區雙鳳里新北大道七段718巷45號,巷弄長照站,(02)29045533,so29045533@gmail.com,陳專森
新北市畫眉鳥晚香玉協會(社照C),新北市,樹林區,新北市樹林區東陽里前鎮街467號,巷弄長照站,0921-153426,shulin_yuhina@yahoo.com.tw,姜葉淑琴
新北市樹林區文林社區發展協會(社照C),新北市,樹林區,新北市樹林區文林里潭興街107巷21弄6號,巷弄長照站,0910-151297,af5995@ntpc.gov.gov.tw,甘永昌
國際青年商會中華民國總會臺灣省新北市鶯歌青年商會(社照C),新北市,鶯歌區,新北市鶯歌區尖山里黃厝街35號,巷弄長照站,978077186,jenimorea@gmail.com,林致瑋
新北市鶯歌區永昌社區發展協會(社照C),新北市,鶯歌區,新北市鶯歌區永昌里永昌街36-1號,巷弄長照站,919954187,yccu2022@gmail.com,游武雄
新北市鶯歌區永吉社區發展協會(社照C),新北市,鶯歌區,新北市鶯歌區德昌街3巷1號之1,巷弄長照站,927183152,tracy770213@yahoo.com.tw,賴秀琴
新北市中和區莒西社區發展協會(社照C),新北市,中和區,新北市中和區自強里莒光路200號之3,巷弄長照站,29576662,Se13934@gmail.com,黃秀琴
社團法人台灣新住民關懷協會(社照C),新北市,中和區,新北市中和區連城路361號2樓,巷弄長照站,26648575,tnia0510.l@gmail.com,韓岳紅
社團法人台灣樂活服務發展協會道生莒光教會社區關懷站(社照C),新北市,中和區,新北市中和區明穗里新北市中和區民享街90巷16號,巷弄長照站,939192756,o1219.show@gmail.com,馬瑞辰
社團法人台灣雙福禮拜堂協會(社照C),新北市,中和區,新北市中和區漳和里新北市中和區漳和里中和路102號B1樓,巷弄長照站,02-22429266#12,beidinglin@gmail.com,林貝錠
臺北市私立可馨居家長照機構,臺北市,大安區,臺北市大安區建倫里忠孝東路4段162號12樓之3,居家服務,932908325,kexinhome051@gmail.com,高銘麟
社團法人台灣新希望社區關懷協會-得仁站(社照C),新北市,蘆洲區,新北市蘆洲區得仁里民生街129巷14號,巷弄長照站,922295129,chadlu247@gmail.com,葉聯邦
財團法人新北市基督教新希望教會(環河站)(社照C),新北市,永和區,"新北市永和區永成里環河西路2段9-2號1, 2樓",巷弄長照站,02-3233-0966,a0912473704@gmail.com,黃遠鵬
財團法人中華民國佛教慈濟慈善事業基金會松山聯絡處,臺北市,松山區,臺北市松山區吉祥里南京東路五段188號16樓,巷弄長照站,937903855,sayyes103@gmail.com,釋證嚴
美樺股份有限公司附設私立美美居家長照機構,臺北市,中正區,臺北市中正區黎明里重慶南路1段121號5樓之2,居家服務,02-23700021,meihua10903@gmail.com,穆秀芬
新北市私立美麗家園老人長期照顧中心(養護型),新北市,汐止區,新北市汐止區興福里福德路38號7樓、7樓之1-7,喘息服務,226921238,goodhomeland456@gmail.com,王宇文
謙和園健康福祉有限公司附設臺北市私立溫邸家居家長照機構,臺北市,中山區,臺北市中山區民安里新生北路2段72巷23號1樓,居家服務,02-25681589,hc.hereforyou@gmail.com,王志剛
普眾股份有限公司附設臺北市私立普眾居家長照機構,臺北市,南港區,臺北市南港區新光里昆陽街152巷39號1樓,居家服務,02-27887966,pj83485803@gmail.com,陳秀麗
馨瀅股份有限公司附設私立馨瀅居家長照機構,臺北市,大同區,臺北市大同區永樂里迪化街一段149號3樓,居家服務,02-2552-7626,xinying.heidi.1@gmail.com,陳佳良
南丁格爾居家護理所,新北市,汐止區,新北市汐止區大同路三段423號,專業照護服務,02-86481908,ntg107921@gmail.com,王冠今
臺北市私立老爺居家長照機構,臺北市,大安區,臺北市大安區安和路2段92號B1(A11室),居家服務,988125527,grandba9453@gmail.com,薛智遠
社團法人中華民國士林靈糧堂社會福利協會,臺北市,士林區,臺北市士林區延平北路五段83巷28弄11號1樓,個案管理服務,02-28110515,homeservice@slsc.org.tw,劉群茂
